Timestamp,Station,Latitude,Longitude,TEC,foF2,hmF2,scaleF2,B0,B1,zhalfNm,yF2,FF,QF,F10.7,Kp,Ap,Dst,SSN,DayOfYear,LocalTime,TopsideTEC
2020-01-01 06:00:00,DB049,-17.8,25.9,35.4748,2.045,176.79,71.25,119.63,2.911,139.82,71.78,1.099,0,89.59,2.4,16.8,7.6,19.6,1,7.7267,8.0703
2020-01-01 06:15:00,DB049,-17.8,25.9,37.1203,1.776,150.0,55.85,84.45,2.648,135.11,50.67,1.0638,1,94.39,0.3,6.5,-28.2,5.4,1,7.9767,6.0362
2020-01-01 06:30:00,DB049,-17.8,25.9,35.6683,1.873,179.27,72.29,99.38,3.091,153.41,59.63,1.1616,0,80.74,0.8,10.1,-33.7,26.9,1,8.2267,5.9153
2020-01-01 06:45:00,DB049,-17.8,25.9,38.5365,1.841,162.06,66.69,104.98,3.321,134.4,62.99,1.027,0,92.74,1.3,11.3,-4.2,22.1,1,8.4767,4.2526
2020-01-01 07:00:00,DB049,-17.8,25.9,36.1246,1.5,193.67,79.08,88.86,2.753,172.11,53.31,1.0011,0,114.67,2.5,19.3,-1.7,35.4,1,8.7267,5.2413
2020-01-01 07:15:00,DB049,-17.8,25.9,35.8155,1.5,196.66,89.14,114.01,3.032,150.64,68.41,0.8748,0,85.36,0.5,8.6,-2.1,14.9,1,8.9767,3.4861
2020-01-01 07:30:00,DB049,-17.8,25.9,39.8033,1.5,174.91,75.58,86.79,3.138,146.29,52.08,1.076,0,103.67,2.1,14.3,-12.7,14.1,1,9.2267,7.6083
2020-01-01 07:45:00,DB049,-17.8,25.9,36.2141,1.5,183.72,80.12,90.26,2.965,133.79,54.16,0.8704,0,86.56,1.3,10.1,1.2,9.3,1,9.4767,6.2633
2020-01-01 08:00:00,DB049,-17.8,25.9,39.452,1.932,197.95,79.92,111.8,3.406,159.58,67.08,0.9406,0,86.57,0.4,6.5,2.1,29.3,1,9.7267,4.6371
2020-01-01 08:15:00,DB049,-17.8,25.9,38.615,1.706,164.87,51.3,118.08,2.961,144.15,70.85,0.9395,0,96.04,0.2,4.8,-3.6,10.2,1,9.9767,7.2965
2020-01-01 08:30:00,DB049,-17.8,25.9,36.8541,1.66,203.02,89.75,87.4,2.557,169.71,52.44,1.1115,0,105.21,1.3,12.4,19.3,32.9,1,10.2267,6.8495
2020-01-01 08:45:00,DB049,-17.8,25.9,37.8668,1.621,202.38,80.74,108.49,3.1,175.52,65.1,0.9167,2,85.48,1.0,7.7,-16.9,9.2,1,10.4767,10.1228
2020-01-01 09:00:00,DB049,-17.8,25.9,38.7581,1.923,175.1,67.77,98.43,2.878,146.95,59.06,1.0619,0,97.98,2.8,16.6,-9.9,38.1,1,10.7267,8.0409
2020-01-01 09:15:00,DB049,-17.8,25.9,38.4655,2.015,194.46,76.42,87.7,2.983,156.66,52.62,1.043,0,92.86,2.3,18.7,-4.5,9.3,1,10.9767,8.6709
2020-01-01 09:30:00,DB049,-17.8,25.9,38.7591,1.5,210.92,68.44,91.59,2.899,165.97,54.96,1.1364,1,110.33,0.6,5.2,-54.5,6.7,1,11.2267,12.0497
2020-01-01 09:45:00,DB049,-17.8,25.9,39.9963,1.747,192.52,74.63,96.87,2.532,163.51,58.12,0.9914,3,109.29,1.9,15.9,-20.3,21.1,1,11.4767,11.5338
2020-01-01 10:00:00,DB049,-17.8,25.9,35.4163,1.5,191.83,87.96,98.07,2.943,157.41,58.84,1.1455,0,102.69,1.8,17.2,-15.4,2.7,1,11.7267,7.7517
2020-01-01 10:15:00,DB049,-17.8,25.9,39.2253,1.736,186.09,83.62,107.57,2.838,132.15,64.54,0.9213,0,84.51,0.5,8.0,-12.7,9.6,1,11.9767,9.5261
2020-01-01 10:30:00,DB049,-17.8,25.9,38.8768,1.655,199.05,82.7,89.33,3.199,174.62,53.6,1.0296,0,121.73,1.4,11.4,-21.3,1.8,1,12.2267,8.2587
2020-01-01 10:45:00,DB049,-17.8,25.9,39.8067,1.5,217.87,81.03,121.1,3.015,196.88,72.66,1.0739,0,99.78,0.7,9.7,-7.2,0.0,1,12.4767,10.7388
2020-01-01 11:00:00,DB049,-17.8,25.9,41.3903,1.723,210.33,94.82,90.45,2.564,192.81,54.27,0.9747,1,105.01,1.4,9.6,-14.4,1.4,1,12.7267,12.8495
2020-01-01 11:15:00,DB049,-17.8,25.9,40.469,2.225,211.17,97.36,90.52,3.071,168.95,54.31,1.0249,1,119.59,0.5,4.8,-16.4,6.9,1,12.9767,13.2405
2020-01-01 11:30:00,DB049,-17.8,25.9,39.9594,1.688,207.29,93.11,86.19,2.827,171.01,51.71,0.9363,1,106.79,2.4,18.0,-35.3,17.5,1,13.2267,10.8274
2020-01-01 11:45:00,DB049,-17.8,25.9,42.9481,1.746,217.72,76.83,95.06,2.758,194.86,57.04,1.0242,0,95.24,3.2,20.3,-9.5,14.8,1,13.4767,12.9292
2020-01-01 12:00:00,DB049,-17.8,25.9,38.5096,1.727,236.28,86.19,105.04,3.409,182.15,63.03,1.1611,0,126.87,1.0,6.2,-14.7,9.3,1,13.7267,12.6428
2020-01-01 12:15:00,DB049,-17.8,25.9,37.0094,1.5,258.2,108.88,103.11,2.552,248.73,61.86,1.0172,0,98.0,1.3,12.9,-36.0,13.8,1,13.9767,12.3224
2020-01-01 12:30:00,DB049,-17.8,25.9,35.562,2.078,252.13,105.55,115.98,2.669,225.33,69.59,0.9131,0,103.15,3.0,19.1,-35.4,12.0,1,14.2267,11.5149
2020-01-01 12:45:00,DB049,-17.8,25.9,38.2695,1.5,258.73,107.35,108.94,2.515,223.51,65.36,0.7435,0,109.23,1.8,12.7,-29.8,20.5,1,14.4767,14.871
2020-01-01 13:00:00,DB049,-17.8,25.9,35.3586,2.235,271.43,115.11,118.93,2.95,247.68,71.36,1.1252,2,96.16,1.0,8.9,1.9,27.1,1,14.7267,13.0245
2020-01-01 13:15:00,DB049,-17.8,25.9,35.8526,1.5,274.94,91.96,89.09,3.286,236.68,53.45,0.9218,1,78.17,0.3,4.9,-13.0,23.3,1,14.9767,13.9944
2020-01-01 13:30:00,DB049,-17.8,25.9,36.4939,1.5,274.4,102.47,106.43,2.707,249.98,63.86,0.9778,0,107.85,1.5,13.8,-25.5,12.0,1,15.2267,14.7607
2020-01-01 13:45:00,DB049,-17.8,25.9,38.1682,1.5,256.71,94.51,87.15,2.895,225.75,52.29,1.1128,2,78.57,0.3,4.6,11.9,15.0,1,15.4767,17.388
2020-01-01 14:00:00,DB049,-17.8,25.9,35.5632,1.5,268.15,111.65,95.8,3.017,236.27,57.48,1.0278,0,102.96,2.4,18.8,-34.3,0.0,1,15.7267,17.0565
2020-01-01 14:15:00,DB049,-17.8,25.9,36.0734,1.891,274.27,117.15,99.74,3.03,262.24,59.84,1.0516,2,97.66,0.4,7.2,-14.5,2.0,1,15.9767,19.268
2020-01-01 14:30:00,DB049,-17.8,25.9,34.4563,2.036,311.08,129.55,101.08,3.257,285.5,60.65,1.125,0,107.73,2.4,18.2,-4.9,0.0,1,16.2267,15.9787
2020-01-01 14:45:00,DB049,-17.8,25.9,34.0753,1.5,279.11,122.52,94.87,3.519,251.67,56.92,1.1351,2,101.5,1.7,11.5,-4.0,12.7,1,16.4767,14.088
2020-01-01 15:00:00,DB049,-17.8,25.9,33.3796,1.5,301.18,120.56,89.19,3.268,273.67,53.51,1.0044,0,99.35,0.2,5.7,-21.2,0.0,1,16.7267,16.8207
2020-01-01 15:15:00,DB049,-17.8,25.9,30.7622,1.535,279.42,120.24,101.34,3.299,259.68,60.8,1.0039,1,92.93,0.2,6.7,-4.3,25.0,1,16.9767,16.7405
2020-01-01 15:30:00,DB049,-17.8,25.9,29.1949,1.5,291.16,114.85,106.89,3.065,255.38,64.13,1.0253,0,96.34,0.7,9.4,-16.0,14.6,1,17.2267,14.9944
2020-01-01 15:45:00,DB049,-17.8,25.9,32.2689,1.5,305.95,105.45,100.2,2.651,257.33,60.12,1.0029,1,101.69,1.4,14.2,-50.1,16.1,1,17.4767,18.7323
2020-01-01 16:00:00,DB049,-17.8,25.9,32.2552,1.5,310.55,121.61,102.54,2.732,294.82,61.52,1.1837,0,98.02,3.8,24.0,16.3,11.2,1,17.7267,16.8278
2020-01-01 16:15:00,DB049,-17.8,25.9,30.5237,1.522,366.72,154.44,88.0,2.788,333.1,52.8,0.951,0,110.46,1.5,13.2,-9.8,15.5,1,17.9767,16.5889
2020-01-01 16:30:00,DB049,-17.8,25.9,27.2886,1.5,331.53,132.15,114.01,2.567,302.37,68.41,0.9306,0,109.69,0.1,4.7,-18.8,11.7,1,18.2267,14.8493
2020-01-01 16:45:00,DB049,-17.8,25.9,26.8079,1.5,334.59,118.17,116.0,2.432,304.46,69.6,0.9779,1,100.34,1.5,12.8,4.2,1.0,1,18.4767,12.5656
2020-01-01 17:00:00,DB049,-17.8,25.9,27.8425,1.5,329.93,111.96,109.3,2.871,282.89,65.58,0.9167,0,95.8,1.0,10.1,-14.7,22.6,1,18.7267,13.9928
2020-01-01 17:15:00,DB049,-17.8,25.9,30.1084,1.5,334.33,134.55,80.13,3.117,302.85,48.08,1.1588,1,95.15,4.0,24.4,-29.2,12.8,1,18.9767,14.7305
2020-01-01 17:30:00,DB049,-17.8,25.9,24.4549,1.5,334.32,141.63,120.4,2.813,315.9,72.24,1.1436,3,106.67,3.1,16.9,-14.8,3.5,1,19.2267,13.5291
2020-01-01 17:45:00,DB049,-17.8,25.9,26.9699,1.5,326.76,134.01,126.01,2.949,294.44,75.6,1.0076,0,101.44,2.0,17.5,14.7,15.2,1,19.4767,15.6672
2020-01-01 18:00:00,DB049,-17.8,25.9,26.3753,1.5,328.48,133.08,123.25,3.26,307.34,73.95,1.0491,2,113.38,1.8,13.5,-5.0,0.0,1,19.7267,15.0672
2020-01-01 18:15:00,DB049,-17.8,25.9,24.7251,1.5,304.15,112.36,94.04,3.143,267.03,56.42,1.1371,0,96.54,4.2,26.0,-3.9,28.3,1,19.9767,13.7952
2020-01-01 18:30:00,DB049,-17.8,25.9,23.44,1.5,328.21,129.24,86.6,2.591,290.79,51.96,1.0924,0,101.72,1.2,10.6,-6.7,18.3,1,20.2267,11.3842
2020-01-01 18:45:00,DB049,-17.8,25.9,25.5309,1.5,345.95,141.93,115.38,2.575,320.58,69.23,0.8469,1,103.67,2.4,17.7,-0.5,0.0,1,20.4767,14.4988
2020-01-01 19:00:00,DB049,-17.8,25.9,21.5603,1.5,321.31,142.88,108.95,3.444,304.46,65.37,0.989,3,104.9,2.4,17.3,-8.0,20.4,1,20.7267,11.6915
2020-01-01 19:15:00,DB049,-17.8,25.9,23.1725,1.5,321.18,131.19,88.77,3.001,297.88,53.26,0.9625,0,108.94,2.0,12.3,11.6,7.1,1,20.9767,10.1116
2020-01-01 19:30:00,DB049,-17.8,25.9,23.1466,1.5,310.59,121.54,108.14,2.918,286.79,64.88,1.034,1,104.54,2.0,16.2,-41.6,8.5,1,21.2267,9.2237
2020-01-01 19:45:00,DB049,-17.8,25.9,23.1495,1.5,324.03,131.23,99.61,3.356,289.02,59.76,1.0485,0,96.1,1.5,14.5,-18.4,20.2,1,21.4767,13.4066
2020-01-01 20:00:00,DB049,-17.8,25.9,22.6874,1.5,336.57,128.53,118.18,3.031,297.98,70.91,0.9462,2,106.8,0.4,7.6,-28.6,10.1,1,21.7267,12.1868
2020-01-01 20:15:00,DB049,-17.8,25.9,22.3486,1.942,298.87,122.84,107.81,3.045,270.05,64.69,1.0445,0,99.84,3.2,20.3,7.0,5.7,1,21.9767,11.6161
2020-01-01 20:30:00,DB049,-17.8,25.9,22.1621,1.5,323.61,127.87,115.3,2.977,282.47,69.18,0.9771,1,85.45,0.4,7.5,9.8,40.2,1,22.2267,10.5772
2020-01-01 20:45:00,DB049,-17.8,25.9,23.0276,1.657,317.42,127.46,114.84,3.13,288.52,68.91,0.9592,0,87.4,0.4,8.1,-14.2,6.2,1,22.4767,11.7433
2020-01-01 21:00:00,DB049,-17.8,25.9,18.985,1.5,313.17,137.9,99.85,3.368,288.12,59.91,1.0974,0,113.8,2.9,20.5,-1.0,17.3,1,22.7267,7.8687
2020-01-01 21:15:00,DB049,-17.8,25.9,19.8702,1.5,286.58,121.35,94.65,3.391,271.45,56.79,0.9728,0,89.85,1.2,11.3,-8.8,23.5,1,22.9767,9.2399
2020-01-01 21:30:00,DB049,-17.8,25.9,21.5694,1.5,288.28,109.32,83.47,3.001,255.93,50.08,0.9816,0,98.68,3.6,22.9,-13.7,0.0,1,23.2267,9.0721
2020-01-01 21:45:00,DB049,-17.8,25.9,16.8649,1.5,288.8,125.83,119.81,2.951,259.42,71.89,1.0037,0,100.49,1.5,16.0,-44.8,0.0,1,23.4767,7.1576
2020-01-01 22:00:00,DB049,-17.8,25.9,20.1532,1.5,305.2,130.23,113.17,2.885,285.5,67.9,1.0184,0,111.0,1.8,13.0,0.5,13.2,1,23.7267,9.3154
2020-01-01 22:15:00,DB049,-17.8,25.9,17.8447,1.522,253.66,98.56,97.83,2.644,221.11,58.7,0.8493,0,91.53,0.5,12.2,17.0,8.0,1,23.9767,7.5036
2020-01-01 22:30:00,DB049,-17.8,25.9,20.1081,1.5,257.2,102.2,101.04,2.701,211.2,60.62,0.9238,1,102.86,1.9,15.5,-29.8,20.7,1,0.2267,7.6382
2020-01-01 22:45:00,DB049,-17.8,25.9,18.7718,1.5,280.91,115.29,102.16,2.905,257.04,61.3,0.9859,3,116.69,2.7,18.0,1.3,31.5,1,0.4767,10.9687
2020-01-01 23:00:00,DB049,-17.8,25.9,16.1236,1.5,262.28,94.33,119.23,2.683,227.42,71.54,1.042,0,100.35,0.7,7.2,-20.7,3.3,1,0.7267,10.1209
2020-01-01 23:15:00,DB049,-17.8,25.9,20.6863,1.5,284.48,108.08,95.11,2.944,227.96,57.07,0.8622,0,83.27,1.2,8.6,9.9,11.7,1,0.9767,10.2712
2020-01-01 23:30:00,DB049,-17.8,25.9,21.5028,1.5,277.82,116.96,91.85,3.157,242.06,55.11,1.056,0,107.04,0.8,7.0,-27.8,13.0,1,1.2267,8.8812
2020-01-01 23:45:00,DB049,-17.8,25.9,22.4429,1.5,261.33,116.95,89.11,3.185,244.09,53.47,0.8999,0,118.21,0.9,11.4,-9.0,8.0,1,1.4767,5.7565
2020-01-02 00:00:00,DB049,-17.8,25.9,24.5009,1.5,232.33,86.56,111.24,3.455,205.35,66.75,0.9275,0,96.47,2.4,17.1,16.1,8.8,2,1.7267,10.4247
2020-01-02 00:15:00,DB049,-17.8,25.9,22.0744,1.5,262.43,104.05,115.96,2.985,224.06,69.58,1.0662,1,109.26,2.2,19.1,11.7,9.9,2,1.9767,8.3126
2020-01-02 00:30:00,DB049,-17.8,25.9,25.8392,1.5,245.61,101.15,93.79,3.486,213.43,56.27,1.1194,0,81.05,0.9,11.2,-9.1,16.1,2,2.2267,6.7476
2020-01-02 00:45:00,DB049,-17.8,25.9,24.0248,1.5,270.1,104.53,98.36,3.051,236.15,59.02,0.7871,1,105.33,2.5,14.4,-19.9,2.1,2,2.4767,6.3626
2020-01-02 01:00:00,DB049,-17.8,25.9,23.2454,1.5,203.61,79.43,102.04,3.226,148.8,61.22,0.9004,0,115.08,1.8,13.5,-27.7,21.7,2,2.7267,6.2441
2020-01-02 01:15:00,DB049,-17.8,25.9,24.3362,1.5,238.25,98.31,108.85,2.939,193.4,65.31,1.119,0,95.15,0.8,9.1,-33.4,15.9,2,2.9767,8.7379
2020-01-02 01:30:00,DB049,-17.8,25.9,22.7404,1.5,200.91,65.34,95.32,3.223,160.17,57.19,1.0877,1,105.45,2.0,18.7,-3.0,20.2,2,3.2267,10.5897
2020-01-02 01:45:00,DB049,-17.8,25.9,21.236,1.5,207.87,78.93,107.54,3.132,167.55,64.53,1.231,0,106.02,0.6,9.9,-11.6,11.1,2,3.4767,6.6747
2020-01-02 02:00:00,DB049,-17.8,25.9,27.1255,1.5,220.35,85.13,109.69,3.14,185.27,65.81,0.959,2,100.21,1.0,12.1,-36.0,22.3,2,3.7267,6.5547
2020-01-02 02:15:00,DB049,-17.8,25.9,21.9059,1.5,193.52,85.08,112.99,3.374,148.37,67.79,1.0829,0,106.8,0.4,7.1,-4.5,19.2,2,3.9767,5.7656
2020-01-02 02:30:00,DB049,-17.8,25.9,25.7312,1.5,228.07,88.69,87.19,2.14,196.42,52.31,0.8248,0,103.7,3.0,17.8,-5.0,4.5,2,4.2267,5.1651
2020-01-02 02:45:00,DB049,-17.8,25.9,24.7067,1.714,193.55,92.32,119.92,2.439,169.58,71.95,0.9818,0,108.51,0.2,8.3,-14.9,11.6,2,4.4767,4.9258
2020-01-02 03:00:00,DB049,-17.8,25.9,29.6692,1.5,208.04,83.15,99.61,3.196,183.17,59.77,0.9581,0,125.05,0.4,9.4,10.5,5.1,2,4.7267,9.843
2020-01-02 03:15:00,DB049,-17.8,25.9,24.6252,1.567,208.35,81.66,117.8,2.935,182.25,70.68,1.1401,0,104.57,0.4,8.7,3.8,20.2,2,4.9767,6.2759
2020-01-02 03:30:00,DB049,-17.8,25.9,28.2773,1.5,176.24,72.39,78.51,2.509,145.41,47.1,0.956,0,73.2,0.0,7.3,-20.0,17.3,2,5.2267,3.5819
2020-01-02 03:45:00,DB049,-17.8,25.9,27.0928,1.762,184.67,86.0,115.25,3.698,151.6,69.15,0.9407,0,99.5,2.1,15.3,-15.9,28.3,2,5.4767,5.0326
2020-01-02 04:00:00,DB049,-17.8,25.9,27.788,2.037,185.12,81.75,93.65,3.107,147.87,56.19,0.9146,1,107.35,2.7,18.5,-29.3,0.0,2,5.7267,2.9831
2020-01-02 04:15:00,DB049,-17.8,25.9,31.2974,1.5,182.61,54.96,110.78,2.996,150.7,66.47,0.9837,2,123.71,0.2,5.5,15.6,18.1,2,5.9767,6.3974
2020-01-02 04:30:00,DB049,-17.8,25.9,31.8556,1.5,183.42,80.39,95.17,2.757,139.69,57.1,1.0328,0,104.54,0.8,8.8,-19.3,2.9,2,6.2267,4.9223
2020-01-02 04:45:00,DB049,-17.8,25.9,32.1185,1.5,181.12,63.0,104.27,3.214,145.46,62.56,0.9375,1,116.01,1.9,14.1,-2.5,0.0,2,6.4767,5.2572
2020-01-02 05:00:00,DB049,-17.8,25.9,31.4415,2.032,176.39,77.72,95.22,3.164,126.41,57.13,0.8318,1,104.86,0.6,10.8,-14.7,0.0,2,6.7267,3.1604
2020-01-02 05:15:00,DB049,-17.8,25.9,32.3343,1.5,169.34,76.37,92.69,2.873,151.33,55.61,0.983,2,81.41,2.2,17.3,-5.4,23.5,2,6.9767,3.3336
2020-01-02 05:30:00,DB049,-17.8,25.9,32.2701,2.055,157.24,55.45,113.78,2.494,142.41,68.27,0.9739,1,111.15,1.8,13.7,10.5,11.3,2,7.2267,2.3012
2020-01-02 05:45:00,DB049,-17.8,25.9,35.4958,1.5,179.02,65.81,86.1,2.53,143.2,51.66,0.9635,2,88.99,0.7,7.3,1.6,21.7,2,7.4767,5.1722
2020-01-02 06:00:00,DB049,-17.8,25.9,36.4864,1.5,172.3,61.4,88.72,2.656,135.96,53.23,0.8837,2,104.37,2.4,13.7,-9.6,11.4,2,7.7267,6.0039
2020-01-02 06:15:00,DB049,-17.8,25.9,34.4766,1.5,150.0,68.23,89.26,3.009,97.86,53.55,1.0346,0,114.65,1.3,12.7,-20.5,12.5,2,7.9767,2.7403
2020-01-02 06:30:00,DB049,-17.8,25.9,35.6216,1.5,184.28,62.62,113.1,2.863,140.18,67.86,0.9826,0,95.46,2.0,15.7,-5.2,16.0,2,8.2267,7.7224
2020-01-02 06:45:00,DB049,-17.8,25.9,35.2289,1.5,169.8,56.55,110.94,3.379,136.67,66.56,1.1358,0,107.83,1.7,13.2,-15.8,16.5,2,8.4767,4.9606
2020-01-02 07:00:00,DB049,-17.8,25.9,33.9681,1.5,172.62,92.36,103.51,3.16,124.85,62.11,1.0324,1,95.15,2.2,16.1,1.4,25.4,2,8.7267,5.5064
2020-01-02 07:15:00,DB049,-17.8,25.9,34.0156,1.83,150.0,68.62,119.62,3.113,107.8,71.77,0.9169,1,104.21,1.5,13.0,6.3,0.0,2,8.9767,6.7843
2020-01-02 07:30:00,DB049,-17.8,25.9,36.8543,1.554,171.03,49.1,74.95,3.151,147.52,44.97,0.8508,0,103.29,1.4,14.1,-12.7,6.7,2,9.2267,5.1451
2020-01-02 07:45:00,DB049,-17.8,25.9,35.4882,1.904,183.95,61.04,95.73,2.929,157.83,57.44,0.824,2,110.27,1.7,18.0,-26.5,12.6,2,9.4767,8.5445
2020-01-02 08:00:00,DB049,-17.8,25.9,36.0029,1.891,167.59,69.29,86.84,3.001,130.61,52.1,0.9911,1,86.77,1.7,14.2,-13.4,0.0,2,9.7267,7.6065
2020-01-02 08:15:00,DB049,-17.8,25.9,37.3481,1.671,169.58,59.63,103.33,2.55,134.21,62.0,1.1228,0,96.36,2.3,15.3,-6.3,12.2,2,9.9767,7.8899
2020-01-02 08:30:00,DB049,-17.8,25.9,38.7821,1.5,159.62,53.86,76.0,2.84,133.73,45.6,0.9534,1,126.5,0.6,8.3,-26.9,8.7,2,10.2267,7.3104
2020-01-02 08:45:00,DB049,-17.8,25.9,37.5426,1.5,189.79,77.99,117.76,2.864,170.04,70.66,0.9836,0,96.94,1.2,12.4,-11.7,3.5,2,10.4767,7.3451
2020-01-02 09:00:00,DB049,-17.8,25.9,35.8866,1.5,181.61,81.02,115.54,2.598,137.63,69.33,0.9337,2,121.98,2.9,19.5,-24.1,8.4,2,10.7267,7.2452
2020-01-02 09:15:00,DB049,-17.8,25.9,36.155,1.548,191.72,65.15,119.29,2.936,156.56,71.57,1.0915,1,89.07,1.3,9.7,-8.3,9.8,2,10.9767,9.7261
2020-01-02 09:30:00,DB049,-17.8,25.9,37.6802,1.721,177.21,66.27,114.44,2.768,150.35,68.67,0.9508,0,111.68,0.6,6.6,-19.8,8.0,2,11.2267,9.8335
2020-01-02 09:45:00,DB049,-17.8,25.9,38.797,1.781,226.56,91.19,108.31,2.691,184.8,64.98,0.9222,2,96.45,0.2,4.1,-12.2,1.5,2,11.4767,10.081
2020-01-02 10:00:00,DB049,-17.8,25.9,39.2516,1.5,247.29,88.55,78.2,3.022,234.35,46.92,1.112,0,105.72,0.1,6.0,-26.8,28.3,2,11.7267,10.5507
2020-01-02 10:15:00,DB049,-17.8,25.9,37.3091,1.59,173.03,78.92,77.34,3.206,154.12,46.4,0.8408,0,105.77,2.7,15.3,-10.1,16.4,2,11.9767,8.8367
2020-01-02 10:30:00,DB049,-17.8,25.9,39.9428,1.5,209.29,79.21,108.21,2.956,174.86,64.92,0.996,0,107.18,1.1,9.9,-8.6,0.0,2,12.2267,11.1186
2020-01-02 10:45:00,DB049,-17.8,25.9,37.5848,1.567,219.53,72.02,123.29,2.414,192.27,73.97,0.9993,0,104.46,0.9,11.1,4.0,18.5,2,12.4767,9.8445
