DATE,Time,foF2,hmF2,yF2,B0,B1,TEC,FF,QF,Datetime,Kp,SSN,Dst,Ap,F10.7,Station_Name,Latitude,Longitude,Country,Timezone,Geomagnetic_Latitude,Geomagnetic_Longitude,DayOfYear,Month,Week,Hour,Minute,LocalTime,Season,Sin(DayOfYear),Cos(DayOfYear),Sin(LocalTime),Cos(LocalTime),StormFlag,QuietFlag,WeekendFlag
2024-04-01,01:15:00.000Z,15.375,296.4,59.2,87.0,1.18,45.0,0.05,,2024-04-01 01:15:00,1.7,31.0,-5.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,15,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,1,0
2024-04-01,01:22:30.000Z,15.325,291.4,55.7,82.9,1.00,42.3,0.08,,2024-04-01 01:22:30,1.7,31.0,-6.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,22,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,0,0
2024-04-01,01:30:00.000Z,15.3,282.6,62.5,92.4,1.01,46.2,0.05,,2024-04-01 01:30:00,1.7,31.0,-7.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,30,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,0,0
2024-04-01,01:37:30.000Z,15.275,281.0,62.9,91.3,1.00,46.1,0.03,,2024-04-01 01:37:30,1.7,31.0,-8.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,37,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,0,0
2024-04-01,01:45:00.000Z,15.425,283.5,65.2,91.8,1.00,48.3,0.08,,2024-04-01 01:45:00,1.7,31.0,-9.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,45,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,1,0
2024-04-01,01:52:30.000Z,15.525,289.1,65.4,86.0,1.03,48.8,0.17,,2024-04-01 01:52:30,1.7,31.0,-9.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,1,52,13,2,0.9999300657962057,-0.011826390691832589,-0.2588190451025208,-0.9659258262890683,0,1,0
2024-04-01,02:00:00.000Z,15.4,287.5,61.8,74.9,1.52,44.7,0.1,,2024-04-01 02:00:00,1.7,31.0,-9.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,0,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,1,0
2024-04-01,02:07:30.000Z,15.2,282.5,60.7,77.6,1.14,42.9,0.1,,2024-04-01 02:07:30,1.7,31.0,-9.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,7,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,1,0
2024-04-01,02:15:00.000Z,15.25,289.1,77.9,74.7,1.94,53.5,0.1,,2024-04-01 02:15:00,1.7,31.0,-9.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,15,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,1,0
2024-04-01,02:22:30.000Z,15.1,293.2,85.4,78.0,1.96,56.6,0.13,,2024-04-01 02:22:30,2.1,31.0,-9.25,9.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,22,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,0,0
2024-04-01,02:30:00.000Z,14.75,282.1,71.5,78.8,1.73,46.0,0.13,,2024-04-01 02:30:00,2.5,31.0,-9.5,12.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,30,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,0,0
2024-04-01,02:37:30.000Z,14.525,283.3,76.3,74.4,1.79,46.5,0.2,,2024-04-01 02:37:30,2.9,31.0,-9.75,15.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,37,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,0,0
2024-04-01,02:45:00.000Z,14.5,289.4,83.5,82.8,1.84,50.4,0.17,,2024-04-01 02:45:00,3.3,31.0,-10.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,45,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,1,0
2024-04-01,02:52:30.000Z,14.375,286.1,77.7,85.3,1.62,46.5,0.17,,2024-04-01 02:52:30,3.3,31.0,-10.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,2,52,14,2,0.9999300657962057,-0.011826390691832589,-0.4999999999999997,-0.8660254037844388,0,1,0
2024-04-01,03:00:00.000Z,14.35,288.1,79.2,85.0,1.70,47.1,0.2,,2024-04-01 03:00:00,3.3,31.0,-10.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,0,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,1,0
2024-04-01,03:07:30.000Z,14.15,284.8,74.9,77.8,1.77,43.6,0.13,,2024-04-01 03:07:30,3.3,31.0,-10.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,7,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,1,0
2024-04-01,03:15:00.000Z,14.1,289.3,82.2,81.7,1.99,46.9,0.15,,2024-04-01 03:15:00,3.3,31.0,-10.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,15,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,1,0
2024-04-01,03:22:30.000Z,14.0,289.9,82.7,83.7,1.90,46.2,0.17,,2024-04-01 03:22:30,3.3,31.0,-11.75,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,22,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,0,0
2024-04-01,03:30:00.000Z,14.025,292.9,85.2,85.7,2.00,47.9,0.13,,2024-04-01 03:30:00,3.3,31.0,-13.5,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,30,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,0,0
2024-04-01,03:37:30.000Z,13.85,291.6,86.4,82.2,2.23,47.3,0.17,,2024-04-01 03:37:30,3.3,31.0,-15.25,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,37,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,0,0
2024-04-01,03:45:00.000Z,13.4,277.7,70.9,71.2,1.86,36.4,0.1,,2024-04-01 03:45:00,3.3,31.0,-17.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,45,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,1,0
2024-04-01,03:52:30.000Z,13.375,282.1,79.4,77.6,2.00,39.8,0.13,,2024-04-01 03:52:30,3.3,31.0,-17.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,3,52,15,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865471,-0.7071067811865479,0,1,0
2024-04-01,04:00:00.000Z,13.075,281.0,78.4,79.4,1.94,37.6,0.13,,2024-04-01 04:00:00,3.3,31.0,-17.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,0,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,1,0
2024-04-01,04:07:30.000Z,9.15,220.8,30.5,45.0,1.01,9.0,0.05,,2024-04-01 04:07:30,3.3,31.0,-17.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,7,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,1,0
2024-04-01,04:15:00.000Z,9.5,225.0,31.4,47.2,1.00,9.4,0.03,,2024-04-01 04:15:00,3.3,31.0,-17.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,15,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,1,0
2024-04-01,04:22:30.000Z,9.5,227.6,35.3,45.4,1.16,10.1,0.03,,2024-04-01 04:22:30,3.3,31.0,-17.5,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,22,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,0,0
2024-04-01,04:30:00.000Z,9.425,232.4,31.5,41.3,1.01,8.4,0.03,,2024-04-01 04:30:00,3.3,31.0,-18.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,30,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,0,0
2024-04-01,04:37:30.000Z,9.225,233.3,30.4,39.6,1.00,7.6,0.03,,2024-04-01 04:37:30,3.3,31.0,-18.5,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,37,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,0,0
2024-04-01,04:45:00.000Z,9.55,237.7,30.4,38.7,1.01,8.0,0.03,,2024-04-01 04:45:00,3.3,31.0,-19.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,45,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,1,0
2024-04-01,04:52:30.000Z,9.5,238.4,28.6,35.4,1.07,7.3,0.03,,2024-04-01 04:52:30,3.3,31.0,-19.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,4,52,16,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844385,-0.5000000000000004,0,1,0
2024-04-01,05:00:00.000Z,9.45,241.4,28.4,32.6,1.30,7.0,0.03,,2024-04-01 05:00:00,3.3,31.0,-19.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,0,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,1,0
2024-04-01,05:07:30.000Z,9.475,245.8,29.7,32.5,1.50,7.2,0.03,,2024-04-01 05:07:30,3.3,31.0,-19.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,7,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,1,0
2024-04-01,05:15:00.000Z,9.425,248.8,31.5,34.0,1.57,7.4,0.03,,2024-04-01 05:15:00,3.3,31.0,-19.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,15,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,1,0
2024-04-01,05:22:30.000Z,9.175,252.6,33.7,35.5,1.66,7.5,0.03,,2024-04-01 05:22:30,3.4,31.0,-19.75,19.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,22,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,0,0
2024-04-01,05:30:00.000Z,9.275,259.7,36.4,38.4,1.67,8.2,0.03,,2024-04-01 05:30:00,3.5,31.0,-20.5,20.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,30,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,0,0
2024-04-01,05:37:30.000Z,9.175,263.3,33.3,36.4,1.49,7.4,0.03,,2024-04-01 05:37:30,3.6,31.0,-21.25,21.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,37,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,0,0
2024-04-01,05:45:00.000Z,9.375,268.4,35.0,37.4,1.61,8.1,0.03,,2024-04-01 05:45:00,3.7,31.0,-22.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,45,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,1,0
2024-04-01,05:52:30.000Z,9.225,269.6,34.8,37.2,1.60,7.8,0.05,,2024-04-01 05:52:30,3.7,31.0,-22.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,5,52,17,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890683,-0.25881904510252063,0,1,0
2024-04-01,06:00:00.000Z,9.225,272.5,36.4,38.3,1.68,8.2,0.05,,2024-04-01 06:00:00,3.7,31.0,-22.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,0,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,1,0
2024-04-01,06:07:30.000Z,9.425,278.4,40.2,41.8,1.73,9.4,0.05,,2024-04-01 06:07:30,3.7,31.0,-22.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,7,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,1,0
2024-04-01,06:15:00.000Z,9.225,280.9,40.8,42.4,1.75,9.2,0.03,,2024-04-01 06:15:00,3.7,31.0,-22.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,15,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,1,0
2024-04-01,06:22:30.000Z,9.25,289.7,40.2,41.5,1.76,9.2,0.05,,2024-04-01 06:22:30,3.7,31.0,-24.75,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,22,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,0,0
2024-04-01,06:30:00.000Z,9.35,296.4,48.4,49.4,1.85,11.1,0.05,,2024-04-01 06:30:00,3.7,31.0,-27.5,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,30,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,0,0
2024-04-01,06:37:30.000Z,9.025,297.4,44.3,46.5,1.74,9.5,0.05,,2024-04-01 06:37:30,3.7,31.0,-30.25,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,37,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,0,0
2024-04-01,06:45:00.000Z,9.25,303.9,---,48.25,---,10.65,0.03,,2024-04-01 06:45:00,3.7,31.0,-33.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,45,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,1,0
2024-04-01,06:52:30.000Z,9.475,310.4,49.6,50.0,1.91,11.8,0.05,,2024-04-01 06:52:30,3.7,31.0,-33.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,6,52,18,2,0.9999300657962057,-0.011826390691832589,-1.0,-1.8369701987210297e-16,0,1,0
2024-04-01,07:00:00.000Z,9.425,312.7,52.0,51.6,2.01,12.2,0.08,,2024-04-01 07:00:00,3.7,31.0,-33.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,0,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,1,0
2024-04-01,07:07:30.000Z,9.4,320.7,58.7,56.8,2.20,13.8,0.08,,2024-04-01 07:07:30,3.7,31.0,-33.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,7,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,1,0
2024-04-01,07:15:00.000Z,9.2,320.1,53.8,53.4,1.99,12.1,0.05,,2024-04-01 07:15:00,3.7,31.0,-33.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,15,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,1,0
2024-04-01,07:22:30.000Z,9.325,328.1,57.3,56.9,2.02,13.2,0.05,,2024-04-01 07:22:30,3.7,31.0,-32.25,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,22,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,0,0
2024-04-01,07:30:00.000Z,9.3,331.2,57.7,57.0,2.04,13.3,0.08,,2024-04-01 07:30:00,3.7,31.0,-31.5,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,30,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,0,0
2024-04-01,07:37:30.000Z,9.275,336.9,61.4,59.5,2.20,14.2,0.08,,2024-04-01 07:37:30,3.7,31.0,-30.75,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,37,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,0,0
2024-04-01,07:45:00.000Z,8.95,323.2,46.3,48.2,1.71,9.9,0.05,,2024-04-01 07:45:00,3.7,31.0,-30.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,45,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,1,0
2024-04-01,07:52:30.000Z,6.075,288.0,24.6,29.5,1.13,2.5,0.03,,2024-04-01 07:52:30,3.7,31.0,-30.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,7,52,19,2,0.9999300657962057,-0.011826390691832589,-0.9659258262890684,0.2588190451025203,0,1,0
2024-04-01,08:00:00.000Z,9.275,335.7,39.4,43.0,1.23,9.5,0.05,,2024-04-01 08:00:00,3.7,31.0,-30.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,0,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,1,0
2024-04-01,08:07:30.000Z,9.025,326.5,40.0,42.8,1.53,9.1,0.08,,2024-04-01 08:07:30,3.7,31.0,-30.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,7,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,1,0
2024-04-01,08:15:00.000Z,8.025,297.5,24.1,29.3,1.04,4.2,0.08,,2024-04-01 08:15:00,3.7,31.0,-30.0,22.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,15,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,1,0
2024-04-01,08:22:30.000Z,9.175,311.0,35.8,38.5,1.50,8.2,0.08,,2024-04-01 08:22:30,3.2,31.0,-29.0,18.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,22,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,0,0
2024-04-01,08:30:00.000Z,7.225,287.2,23.8,27.6,1.19,3.4,0.05,,2024-04-01 08:30:00,2.7,31.0,-28.0,14.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,30,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,0,0
2024-04-01,08:37:30.000Z,9.375,313.8,44.9,45.3,1.88,10.6,0.03,,2024-04-01 08:37:30,2.2,31.0,-27.0,10.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,37,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,0,0
2024-04-01,08:45:00.000Z,9.425,320.5,50.7,50.0,2.05,12.1,0.08,,2024-04-01 08:45:00,1.7,31.0,-26.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,45,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,1,0
2024-04-01,08:52:30.000Z,9.225,320.7,47.9,47.8,1.96,10.9,0.08,,2024-04-01 08:52:30,1.7,31.0,-26.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,8,52,20,2,0.9999300657962057,-0.011826390691832589,-0.8660254037844386,0.5000000000000001,0,1,0
2024-04-01,09:00:00.000Z,9.375,337.8,67.5,61.4,2.79,16.0,0.08,,2024-04-01 09:00:00,1.7,31.0,-26.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,9,0,21,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865477,0.7071067811865474,0,1,0
2024-04-01,09:07:30.000Z,9.175,338.8,68.5,62.2,2.81,15.5,0.13,,2024-04-01 09:07:30,1.7,31.0,-26.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,9,7,21,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865477,0.7071067811865474,0,1,0
2024-04-01,09:15:00.000Z,9.025,341.1,71.0,64.1,2.87,15.6,0.2,,2024-04-01 09:15:00,1.7,31.0,-26.0,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,9,15,21,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865477,0.7071067811865474,0,1,0
2024-04-01,09:22:30.000Z,8.975,344.35,---,66.9,---,16.15,0.15,,2024-04-01 09:22:30,1.7,31.0,-25.25,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,9,22,21,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865477,0.7071067811865474,0,0,0
2024-04-01,09:30:00.000Z,8.9,347.6,78.5,69.7,3.08,16.7,0.15,,2024-04-01 09:30:00,1.7,31.0,-24.5,6.0,120.3,Lualualei,21.4,191.9,USA,Pacific/Honolulu,21.2,267.1,92,4,14.0,9,30,21,2,0.9999300657962057,-0.011826390691832589,-0.7071067811865477,0.7071067811865474,0,0,0
